path,subset,damage_type,location,lon,lat
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\90.068_30.2643.jpg,test_another,no_damage,90.068_30.2643,90.068,30.2643
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\69.7824_17.4074.jpg,test_another,no_damage,69.7824_17.4074,69.7824,17.4074
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\74.2518_34.5031.jpg,test_another,no_damage,74.2518_34.5031,74.2518,34.5031
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\86.6269_15.1386.jpg,test_another,no_damage,86.6269_15.1386,86.6269,15.1386
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\89.9563_25.4526.jpg,test_another,no_damage,89.9563_25.4526,89.9563,25.4526
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\68.5627_27.2422.jpg,test_another,no_damage,68.5627_27.2422,68.5627,27.2422
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\73.2236_35.2274.jpg,test_another,no_damage,73.2236_35.2274,73.2236,35.2274
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\70.6623_14.954.jpg,test_another,no_damage,70.6623_14.954,70.6623,14.954
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\71.2276_33.4885.jpg,test_another,no_damage,71.2276_33.4885,71.2276,33.4885
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\test_another\no_damage\85.0324_12.9776.jpg,test_another,no_damage,85.0324_12.9776,85.0324,12.9776
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.0263_12.4142.jpg,train_another,damage,86.0263_12.4142,86.0263,12.4142
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.7112_23.5404.jpg,train_another,damage,80.7112_23.5404,80.7112,23.5404
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\71.4031_30.0198.jpg,train_another,damage,71.4031_30.0198,71.4031,30.0198
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\82.9161_30.8229.jpg,train_another,damage,82.9161_30.8229,82.9161,30.8229
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.3535_14.757.jpg,train_another,damage,86.3535_14.757,86.3535,14.757
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\91.5146_12.7589.jpg,train_another,damage,91.5146_12.7589,91.5146,12.7589
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\85.2941_13.578.jpg,train_another,damage,85.2941_13.578,85.2941,13.578
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\75.1413_21.0932.jpg,train_another,damage,75.1413_21.0932,75.1413,21.0932
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\79.051_21.6393.jpg,train_another,damage,79.051_21.6393,79.051,21.6393
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\81.8848_19.5601.jpg,train_another,damage,81.8848_19.5601,81.8848,19.5601
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.1806_10.3825.jpg,train_another,damage,86.1806_10.3825,86.1806,10.3825
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\76.1025_17.6116.jpg,train_another,damage,76.1025_17.6116,76.1025,17.6116
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\79.6186_17.3001.jpg,train_another,damage,79.6186_17.3001,79.6186,17.3001
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\92.2237_35.9554.jpg,train_another,damage,92.2237_35.9554,92.2237,35.9554
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\88.649_24.4781.jpg,train_another,damage,88.649_24.4781,88.649,24.4781
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\95.1202_23.0339.jpg,train_another,damage,95.1202_23.0339,95.1202,23.0339
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\94.7313_29.9432.jpg,train_another,damage,94.7313_29.9432,94.7313,29.9432
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\96.4496_14.643.jpg,train_another,damage,96.4496_14.643,96.4496,14.643
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.2676_28.117.jpg,train_another,damage,80.2676_28.117,80.2676,28.117
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\81.9779_26.4254.jpg,train_another,damage,81.9779_26.4254,81.9779,26.4254
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\72.1729_9.3082.jpg,train_another,damage,72.1729_9.3082,72.1729,9.3082
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\96.3796_18.16.jpg,train_another,damage,96.3796_18.16,96.3796,18.16
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\73.5223_9.1732.jpg,train_another,damage,73.5223_9.1732,73.5223,9.1732
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\84.8032_11.3394.jpg,train_another,damage,84.8032_11.3394,84.8032,11.3394
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.2186_26.343.jpg,train_another,damage,86.2186_26.343,86.2186,26.343
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\70.5467_34.8215.jpg,train_another,damage,70.5467_34.8215,70.5467,34.8215
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.9635_14.887.jpg,train_another,damage,86.9635_14.887,86.9635,14.887
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\82.1352_10.5766.jpg,train_another,damage,82.1352_10.5766,82.1352,10.5766
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.2135_32.542.jpg,train_another,damage,80.2135_32.542,80.2135,32.542
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\94.5069_12.1092.jpg,train_another,damage,94.5069_12.1092,94.5069,12.1092
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\69.3296_10.2896.jpg,train_another,damage,69.3296_10.2896,69.3296,10.2896
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\94.5724_9.8608.jpg,train_another,damage,94.5724_9.8608,94.5724,9.8608
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\82.4517_13.7698.jpg,train_another,damage,82.4517_13.7698,82.4517,13.7698
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\81.1716_28.6223.jpg,train_another,damage,81.1716_28.6223,81.1716,28.6223
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\70.9099_15.3605.jpg,train_another,damage,70.9099_15.3605,70.9099,15.3605
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.1044_32.6301.jpg,train_another,damage,86.1044_32.6301,86.1044,32.6301
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\78.7369_14.4599.jpg,train_another,damage,78.7369_14.4599,78.7369,14.4599
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\84.3169_12.1427.jpg,train_another,damage,84.3169_12.1427,84.3169,12.1427
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\76.0437_36.1099.jpg,train_another,damage,76.0437_36.1099,76.0437,36.1099
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\88.7242_17.1813.jpg,train_another,damage,88.7242_17.1813,88.7242,17.1813
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\83.8132_25.3643.jpg,train_another,damage,83.8132_25.3643,83.8132,25.3643
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\95.2507_36.0946.jpg,train_another,damage,95.2507_36.0946,95.2507,36.0946
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\94.2357_30.6904.jpg,train_another,damage,94.2357_30.6904,94.2357,30.6904
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\75.9185_25.8438.jpg,train_another,damage,75.9185_25.8438,75.9185,25.8438
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.3525_14.4722.jpg,train_another,damage,80.3525_14.4722,80.3525,14.4722
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\77.0604_16.9127.jpg,train_another,damage,77.0604_16.9127,77.0604,16.9127
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\88.3601_10.4048.jpg,train_another,damage,88.3601_10.4048,88.3601,10.4048
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\86.6064_11.2399.jpg,train_another,damage,86.6064_11.2399,86.6064,11.2399
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\89.1252_9.3624.jpg,train_another,damage,89.1252_9.3624,89.1252,9.3624
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\92.0911_8.9389.jpg,train_another,damage,92.0911_8.9389,92.0911,8.9389
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\84.4408_25.6217.jpg,train_another,damage,84.4408_25.6217,84.4408,25.6217
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\83.1659_30.1373.jpg,train_another,damage,83.1659_30.1373,83.1659,30.1373
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\68.1083_31.8002.jpg,train_another,damage,68.1083_31.8002,68.1083,31.8002
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.3632_22.7858.jpg,train_another,damage,80.3632_22.7858,80.3632,22.7858
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.4738_16.9914.jpg,train_another,damage,80.4738_16.9914,80.4738,16.9914
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\74.7865_20.2746.jpg,train_another,damage,74.7865_20.2746,74.7865,20.2746
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\70.4159_20.5406.jpg,train_another,damage,70.4159_20.5406,70.4159,20.5406
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\90.5938_20.4037.jpg,train_another,damage,90.5938_20.4037,90.5938,20.4037
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\87.7316_13.1062.jpg,train_another,damage,87.7316_13.1062,87.7316,13.1062
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\68.5145_26.7681.jpg,train_another,damage,68.5145_26.7681,68.5145,26.7681
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\68.0418_12.1268.jpg,train_another,damage,68.0418_12.1268,68.0418,12.1268
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\72.7652_36.8782.jpg,train_another,damage,72.7652_36.8782,72.7652,36.8782
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\69.3161_21.9885.jpg,train_another,damage,69.3161_21.9885,69.3161,21.9885
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\80.486_34.3167.jpg,train_another,damage,80.486_34.3167,80.486,34.3167
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\72.1826_9.0536.jpg,train_another,damage,72.1826_9.0536,72.1826,9.0536
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\69.176_27.5144.jpg,train_another,damage,69.176_27.5144,69.176,27.5144
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\85.2174_18.3809.jpg,train_another,damage,85.2174_18.3809,85.2174,18.3809
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\77.9002_29.9056.jpg,train_another,damage,77.9002_29.9056,77.9002,29.9056
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\70.2633_22.6723.jpg,train_another,damage,70.2633_22.6723,70.2633,22.6723
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\83.7305_9.869.jpg,train_another,damage,83.7305_9.869,83.7305,9.869
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\84.1692_36.874.jpg,train_another,damage,84.1692_36.874,84.1692,36.874
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\73.5684_29.7996.jpg,train_another,damage,73.5684_29.7996,73.5684,29.7996
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\92.9312_8.0636.jpg,train_another,damage,92.9312_8.0636,92.9312,8.0636
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\82.8298_8.3408.jpg,train_another,damage,82.8298_8.3408,82.8298,8.3408
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\76.4376_10.5537.jpg,train_another,damage,76.4376_10.5537,76.4376,10.5537
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\69.1891_19.5549.jpg,train_another,damage,69.1891_19.5549,69.1891,19.5549
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\96.9671_26.6711.jpg,train_another,damage,96.9671_26.6711,96.9671,26.6711
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\damage\93.2049_10.3344.jpg,train_another,damage,93.2049_10.3344,93.2049,10.3344
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.6263_28.0065.jpg,train_another,notdamage,77.6263_28.0065,77.6263,28.0065
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\69.808_8.132.jpg,train_another,notdamage,69.808_8.132,69.808,8.132
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.3694_12.8562.jpg,train_another,notdamage,95.3694_12.8562,95.3694,12.8562
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\75.7189_13.8231.jpg,train_another,notdamage,75.7189_13.8231,75.7189,13.8231
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\69.2571_9.0138.jpg,train_another,notdamage,69.2571_9.0138,69.2571,9.0138
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\94.1381_13.7049.jpg,train_another,notdamage,94.1381_13.7049,94.1381,13.7049
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\74.4246_14.9702.jpg,train_another,notdamage,74.4246_14.9702,74.4246,14.9702
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\89.5979_16.7183.jpg,train_another,notdamage,89.5979_16.7183,89.5979,16.7183
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.7257_20.4018.jpg,train_another,notdamage,79.7257_20.4018,79.7257,20.4018
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\82.6951_34.484.jpg,train_another,notdamage,82.6951_34.484,82.6951,34.484
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.0257_25.7267.jpg,train_another,notdamage,87.0257_25.7267,87.0257,25.7267
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.2619_35.2171.jpg,train_another,notdamage,81.2619_35.2171,81.2619,35.2171
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\84.3809_30.8313.jpg,train_another,notdamage,84.3809_30.8313,84.3809,30.8313
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.43_21.8748.jpg,train_another,notdamage,81.43_21.8748,81.43,21.8748
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\90.9637_31.4828.jpg,train_another,notdamage,90.9637_31.4828,90.9637,31.4828
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\78.8365_31.7484.jpg,train_another,notdamage,78.8365_31.7484,78.8365,31.7484
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.9511_28.9148.jpg,train_another,notdamage,93.9511_28.9148,93.9511,28.9148
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.3915_11.3123.jpg,train_another,notdamage,93.3915_11.3123,93.3915,11.3123
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.7002_36.8001.jpg,train_another,notdamage,81.7002_36.8001,81.7002,36.8001
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\94.8497_21.5613.jpg,train_another,notdamage,94.8497_21.5613,94.8497,21.5613
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\76.581_36.4629.jpg,train_another,notdamage,76.581_36.4629,76.581,36.4629
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\76.2432_33.5518.jpg,train_another,notdamage,76.2432_33.5518,76.2432,33.5518
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.7437_22.0484.jpg,train_another,notdamage,81.7437_22.0484,81.7437,22.0484
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\88.4406_20.9747.jpg,train_another,notdamage,88.4406_20.9747,88.4406,20.9747
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\73.0935_13.4367.jpg,train_another,notdamage,73.0935_13.4367,73.0935,13.4367
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.77_15.7709.jpg,train_another,notdamage,79.77_15.7709,79.77,15.7709
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\80.5258_34.2646.jpg,train_another,notdamage,80.5258_34.2646,80.5258,34.2646
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.0795_20.458.jpg,train_another,notdamage,71.0795_20.458,71.0795,20.458
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\80.4642_18.6885.jpg,train_another,notdamage,80.4642_18.6885,80.4642,18.6885
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\70.6758_33.0947.jpg,train_another,notdamage,70.6758_33.0947,70.6758,33.0947
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.8323_26.8786.jpg,train_another,notdamage,77.8323_26.8786,77.8323,26.8786
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\69.1227_25.1207.jpg,train_another,notdamage,69.1227_25.1207,69.1227,25.1207
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.8207_27.8942.jpg,train_another,notdamage,95.8207_27.8942,95.8207,27.8942
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\75.049_13.6167.jpg,train_another,notdamage,75.049_13.6167,75.049,13.6167
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\72.756_24.3365.jpg,train_another,notdamage,72.756_24.3365,72.756,24.3365
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\70.2086_11.6247.jpg,train_another,notdamage,70.2086_11.6247,70.2086,11.6247
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.2312_18.4631.jpg,train_another,notdamage,85.2312_18.4631,85.2312,18.4631
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\72.6482_14.3259.jpg,train_another,notdamage,72.6482_14.3259,72.6482,14.3259
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\76.6463_25.9663.jpg,train_another,notdamage,76.6463_25.9663,76.6463,25.9663
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.988_20.8484.jpg,train_another,notdamage,95.988_20.8484,95.988,20.8484
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\80.1516_33.8042.jpg,train_another,notdamage,80.1516_33.8042,80.1516,33.8042
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\69.4459_10.0016.jpg,train_another,notdamage,69.4459_10.0016,69.4459,10.0016
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.3021_20.7001.jpg,train_another,notdamage,79.3021_20.7001,79.3021,20.7001
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\75.9859_28.8147.jpg,train_another,notdamage,75.9859_28.8147,75.9859,28.8147
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.4794_14.6778.jpg,train_another,notdamage,81.4794_14.6778,81.4794,14.6778
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\86.9325_27.3326.jpg,train_another,notdamage,86.9325_27.3326,86.9325,27.3326
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\72.9128_19.8503.jpg,train_another,notdamage,72.9128_19.8503,72.9128,19.8503
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.6171_29.956.jpg,train_another,notdamage,93.6171_29.956,93.6171,29.956
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\88.0071_16.1789.jpg,train_another,notdamage,88.0071_16.1789,88.0071,16.1789
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.7765_25.4006.jpg,train_another,notdamage,81.7765_25.4006,81.7765,25.4006
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\96.8638_21.6477.jpg,train_another,notdamage,96.8638_21.6477,96.8638,21.6477
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.9532_19.8907.jpg,train_another,notdamage,93.9532_19.8907,93.9532,19.8907
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.6692_21.0937.jpg,train_another,notdamage,85.6692_21.0937,85.6692,21.0937
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.0242_11.5224.jpg,train_another,notdamage,93.0242_11.5224,93.0242,11.5224
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\92.4969_10.6375.jpg,train_another,notdamage,92.4969_10.6375,92.4969,10.6375
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.3415_15.848.jpg,train_another,notdamage,79.3415_15.848,79.3415,15.848
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.6378_26.9757.jpg,train_another,notdamage,79.6378_26.9757,79.6378,26.9757
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\70.3842_25.9387.jpg,train_another,notdamage,70.3842_25.9387,70.3842,25.9387
